# of domain, cohortId1, cohortId2, cohort diff
568 , 315 , 9375 , -9060
569 , 315 , 9375 , -9060
570 , 315 , 9375 , -9060
571 , 315 , 1911 , -1596
572 , 315 , 9375 , -9060
573 , 315 , 1911 , -1596
574 , 315 , 9375 , -9060
575 , 315 , 1911 , -1596
576 , 315 , 1911 , -1596
577 , 315 , 1911 , -1596
578 , 315 , 1911 , -1596
579 , 315 , 9375 , -9060
580 , 315 , 9375 , -9060
581 , 315 , 9375 , -9060
582 , 315 , 9375 , -9060
583 , 315 , 9375 , -9060
584 , 315 , 9375 , -9060
585 , 315 , 9375 , -9060
586 , 315 , 9375 , -9060
587 , 315 , 1911 , -1596
588 , 315 , 9375 , -9060
589 , 315 , 9375 , -9060
590 , 315 , 9375 , -9060
591 , 315 , 9375 , -9060
592 , 315 , 9375 , -9060
593 , 315 , 9375 , -9060
594 , 315 , 9375 , -9060
595 , 315 , 9375 , -9060
596 , 315 , 9375 , -9060
597 , 315 , 9375 , -9060
598 , 315 , 9375 , -9060
599 , 315 , 9375 , -9060
600 , 315 , 9375 , -9060
601 , 315 , 9375 , -9060
602 , 315 , 9375 , -9060
603 , 315 , 9375 , -9060
604 , 315 , 9375 , -9060
605 , 315 , 9375 , -9060
606 , 315 , 9375 , -9060
607 , 315 , 9375 , -9060
608 , 315 , 9375 , -9060
609 , 315 , 9375 , -9060
610 , 315 , 9375 , -9060
611 , 315 , 9375 , -9060
612 , 315 , 9375 , -9060
613 , 315 , 9375 , -9060
614 , 315 , 9375 , -9060
615 , 315 , 9375 , -9060
616 , 315 , 9375 , -9060
617 , 315 , 9375 , -9060
618 , 315 , 9375 , -9060
619 , 315 , 9375 , -9060
620 , 315 , 9375 , -9060
621 , 315 , 9375 , -9060
622 , 315 , 9375 , -9060
623 , 315 , 9375 , -9060
624 , 315 , 9375 , -9060
625 , 315 , 9375 , -9060
626 , 315 , 9375 , -9060
627 , 315 , 9375 , -9060
628 , 315 , 9375 , -9060
629 , 315 , 9375 , -9060
630 , 315 , 9375 , -9060
631 , 315 , 9375 , -9060
632 , 315 , 9375 , -9060
633 , 315 , 9375 , -9060
634 , 315 , 9375 , -9060
635 , 315 , 9375 , -9060
636 , 315 , 9375 , -9060
637 , 315 , 9375 , -9060
638 , 315 , 9375 , -9060
639 , 315 , 9375 , -9060
640 , 315 , 9375 , -9060
641 , 315 , 9375 , -9060
642 , 315 , 9375 , -9060
643 , 315 , 9375 , -9060
644 , 315 , 9375 , -9060
645 , 315 , 9375 , -9060
646 , 315 , 9375 , -9060
647 , 315 , 9375 , -9060
648 , 315 , 9375 , -9060
649 , 315 , 9375 , -9060
650 , 315 , 9375 , -9060
651 , 315 , 9375 , -9060
652 , 315 , 9375 , -9060
653 , 315 , 9375 , -9060
654 , 315 , 9375 , -9060
655 , 315 , 9375 , -9060
656 , 315 , 9375 , -9060
657 , 315 , 9375 , -9060
658 , 315 , 9375 , -9060
659 , 315 , 9375 , -9060
660 , 315 , 9375 , -9060
661 , 315 , 9375 , -9060
662 , 315 , 9375 , -9060
663 , 315 , 9375 , -9060
664 , 315 , 9375 , -9060
665 , 315 , 9375 , -9060
666 , 315 , 9375 , -9060
667 , 315 , 9375 , -9060
668 , 315 , 9375 , -9060
669 , 315 , 9375 , -9060
670 , 315 , 7754 , -7439
671 , 315 , 7754 , -7439
672 , 315 , 9375 , -9060
673 , 315 , 7754 , -7439
674 , 315 , 9375 , -9060
675 , 315 , 9375 , -9060
676 , 315 , 9375 , -9060
677 , 315 , 9375 , -9060
678 , 315 , 9375 , -9060
679 , 315 , 7754 , -7439
680 , 315 , 7754 , -7439
681 , 315 , 7754 , -7439
682 , 315 , 7754 , -7439
683 , 315 , 7754 , -7439
684 , 315 , 7754 , -7439
685 , 315 , 7754 , -7439
686 , 315 , 7754 , -7439
687 , 315 , 7754 , -7439
688 , 315 , 315 , 0
689 , 315 , 7754 , -7439
690 , 315 , 315 , 0
691 , 315 , 7754 , -7439
692 , 315 , 7754 , -7439
693 , 315 , 7754 , -7439
694 , 315 , 7754 , -7439
695 , 315 , 7754 , -7439
696 , 315 , 315 , 0
697 , 315 , 315 , 0
698 , 315 , 7754 , -7439
699 , 315 , 7754 , -7439
700 , 315 , 7754 , -7439
701 , 315 , 7754 , -7439
702 , 315 , 7754 , -7439
703 , 315 , 7754 , -7439
704 , 315 , 7754 , -7439
705 , 315 , 7754 , -7439
706 , 315 , 315 , 0
707 , 315 , 7754 , -7439
708 , 315 , 7754 , -7439
709 , 315 , 315 , 0
710 , 315 , 315 , 0
711 , 315 , 315 , 0
712 , 315 , 315 , 0
713 , 315 , 315 , 0
714 , 315 , 315 , 0
715 , 315 , 315 , 0
716 , 315 , 315 , 0
717 , 315 , 315 , 0
718 , 315 , 315 , 0
719 , 315 , 315 , 0
720 , 315 , 315 , 0
721 , 315 , 315 , 0
722 , 315 , 315 , 0
723 , 315 , 315 , 0
724 , 315 , 315 , 0
725 , 315 , 315 , 0
726 , 315 , 315 , 0
727 , 315 , 7754 , -7439
728 , 315 , 315 , 0
729 , 315 , 315 , 0
730 , 315 , 7754 , -7439
731 , 315 , 315 , 0
732 , 315 , 7754 , -7439
733 , 315 , 315 , 0
734 , 315 , 315 , 0
735 , 315 , 315 , 0
736 , 315 , 7754 , -7439
737 , 315 , 7754 , -7439
738 , 315 , 9375 , -9060
739 , 315 , 9375 , -9060
740 , 315 , 9375 , -9060
741 , 315 , 9375 , -9060
742 , 315 , 7754 , -7439
743 , 315 , 9375 , -9060
744 , 315 , 9375 , -9060
745 , 315 , 9375 , -9060
746 , 315 , 9375 , -9060
747 , 315 , 9375 , -9060
